   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9315913E+10   0.0000000E+00   0.0000000E+00   3.3869876E-06
   1.4492754E-02   0.0000000E+00   0.0000000E+00   2.6908745E+07   0.0000000E+00   0.0000000E+00   6.8206220E-03
   2.8985507E-02   0.0000000E+00   0.0000000E+00   1.9672360E+07   0.0000000E+00   0.0000000E+00   1.4208233E-02
   4.3478261E-02   0.0000000E+00   0.0000000E+00   1.4718025E+07   0.0000000E+00   0.0000000E+00   2.0496426E-02
   5.7971014E-02   0.0000000E+00   0.0000000E+00   1.0346516E+07   0.0000000E+00   0.0000000E+00   2.5451760E-02
   7.2463768E-02   0.0000000E+00   0.0000000E+00   6.8682769E+06   0.0000000E+00   0.0000000E+00   3.1554809E-02
   8.6956522E-02   0.0000000E+00   0.0000000E+00   4.4566283E+06   0.0000000E+00   0.0000000E+00   3.6183464E-02
   1.0144928E-01   0.0000000E+00   0.0000000E+00   2.9827763E+06   0.0000000E+00   0.0000000E+00   3.4994953E-02
   1.1594203E-01   0.0000000E+00   0.0000000E+00   2.1141801E+06   0.0000000E+00   0.0000000E+00   3.2333763E-02
   1.3043478E-01   0.0000000E+00   0.0000000E+00   1.5740717E+06   0.0000000E+00   0.0000000E+00   2.9936771E-02
   1.4492754E-01   0.0000000E+00   0.0000000E+00   1.2037405E+06   0.0000000E+00   0.0000000E+00   2.8120560E-02
   1.5942029E-01   0.0000000E+00   0.0000000E+00   9.2588534E+05   0.0000000E+00   0.0000000E+00   2.9280248E-02
   1.7391304E-01   0.0000000E+00   0.0000000E+00   7.0848380E+05   0.0000000E+00   0.0000000E+00   2.7759101E-02
   1.8840580E-01   0.0000000E+00   0.0000000E+00   5.5204032E+05   0.0000000E+00   0.0000000E+00   2.2134780E-02
   2.0289855E-01   0.0000000E+00   0.0000000E+00   4.5502088E+05   0.0000000E+00   0.0000000E+00   1.9280148E-02
   2.1739130E-01   0.0000000E+00   0.0000000E+00   3.7492811E+05   0.0000000E+00   0.0000000E+00   2.1706411E-02
   2.3188406E-01   0.0000000E+00   0.0000000E+00   3.0522581E+05   0.0000000E+00   0.0000000E+00   2.2539801E-02
   2.4637681E-01   0.0000000E+00   0.0000000E+00   2.4884964E+05   0.0000000E+00   0.0000000E+00   2.1052890E-02
